,Distrito,Tipo I,Ases.,Viol.,Robo,Agr. Grave,Esc.,Apr. I,H. Auto,Date
820,Sabana Grande,150,0.0,0.0,12.0,7.0,43.0,86,2.0,2010-11-01
821,Salinas,738,7.0,0.0,39.0,29.0,207.0,435,21.0,2010-11-01
822,San Germán,196,2.0,0.0,12.0,9.0,92.0,64,17.0,2010-11-01
823,San Juan,9045,181.0,2.0,1385.0,284.0,1392.0,4399,1402.0,2010-11-01
824,San Lorenzo,274,14.0,1.0,36.0,17.0,134.0,51,21.0,2010-11-01
825,San Sebastián,445,1.0,1.0,22.0,20.0,245.0,135,21.0,2010-11-01
826,Santa Isabel,365,11.0,1.0,25.0,27.0,90.0,192,19.0,2010-11-01
827,Rio Grande,601,17.0,0.0,78.0,32.0,224.0,224,26.0,2010-11-01
828,Toa Alta,564,13.0,0.0,66.0,29.0,210.0,136,110.0,2010-11-01
829,Trujillo Alto,820,15.0,1.0,106.0,39.0,266.0,327,66.0,2010-11-01
830,Utuado,678,1.0,0.0,17.0,22.0,301.0,314,23.0,2010-11-01
831,Vega Alta,520,9.0,0.0,58.0,28.0,94.0,150,181.0,2010-11-01
832,Vega Baja,745,7.0,0.0,92.0,26.0,193.0,264,163.0,2010-11-01
833,Vieques,310,7.0,0.0,4.0,18.0,154.0,118,9.0,2010-11-01
834,Villalba,109,1.0,0.0,5.0,21.0,43.0,24,15.0,2010-11-01
835,Yabucoa,572,8.0,1.0,73.0,45.0,268.0,174,3.0,2010-11-01
836,Toa Baja,1377,28.0,0.0,215.0,46.0,385.0,452,251.0,2010-11-01
837,Aguadilla,889,6.0,0.0,69.0,36.0,352.0,385,41.0,2010-11-01
838,Rincón,137,2.0,0.0,5.0,3.0,53.0,65,9.0,2010-11-01
839,Ponce,3107,74.0,5.0,269.0,195.0,669.0,1697,198.0,2010-11-01
840,Lares,372,1.0,0.0,16.0,15.0,172.0,154,14.0,2010-11-01
841,Las Marías,81,0.0,0.0,4.0,2.0,48.0,25,2.0,2010-11-01
842,Las Piedras,479,10.0,0.0,56.0,34.0,198.0,170,11.0,2010-11-01
843,Loiza,468,19.0,0.0,53.0,39.0,135.0,208,14.0,2010-11-01
844,Luquillo,379,8.0,1.0,13.0,29.0,159.0,157,12.0,2010-11-01
845,Manatí,586,7.0,0.0,56.0,16.0,144.0,212,151.0,2010-11-01
846,Maricao,65,0.0,0.0,0.0,6.0,33.0,23,3.0,2010-11-01
847,Quebradillas,185,2.0,0.0,13.0,5.0,65.0,83,17.0,2010-11-01
848,Maunabo,113,0.0,0.0,6.0,17.0,47.0,43,0.0,2010-11-01
849,Moca,217,3.0,0.0,18.0,11.0,94.0,78,13.0,2010-11-01
850,Morovis,257,7.0,0.0,16.0,14.0,135.0,52,33.0,2010-11-01
851,Naguabo,260,15.0,0.0,22.0,29.0,113.0,77,4.0,2010-11-01
852,Naranjito,406,2.0,0.0,32.0,14.0,134.0,150,74.0,2010-11-01
853,Orocovis,305,3.0,0.0,7.0,19.0,143.0,109,24.0,2010-11-01
854,Patillas,295,5.0,0.0,12.0,18.0,97.0,156,7.0,2010-11-01
855,Peñuelas,198,4.0,1.0,19.0,20.0,78.0,66,10.0,2010-11-01
856,Mayagüez,2208,21.0,1.0,114.0,80.0,703.0,1177,112.0,2010-11-01
857,Yauco,487,2.0,1.0,55.0,25.0,142.0,226,36.0,2010-11-01
858,Aguada ,440,2.0,1.0,22.0,30.0,178.0,178,29.0,2010-12-01
859,Aguas Buenas,278,6.0,0.0,49.0,36.0,120.0,43,24.0,2010-12-01
860,Ponce,3412,80.0,5.0,296.0,212.0,735.0,1870,214.0,2010-12-01
861,Peñuelas,225,4.0,1.0,23.0,24.0,84.0,79,10.0,2010-12-01
862,Patillas,306,5.0,0.0,13.0,18.0,101.0,161,8.0,2010-12-01
863,Orocovis,324,3.0,0.0,8.0,21.0,153.0,113,26.0,2010-12-01
864,Naranjito,457,3.0,0.0,35.0,14.0,155.0,169,81.0,2010-12-01
865,Naguabo,274,17.0,0.0,25.0,30.0,117.0,81,4.0,2010-12-01
866,Morovis,286,8.0,0.0,18.0,14.0,151.0,59,36.0,2010-12-01
867,Moca,232,3.0,0.0,18.0,11.0,104.0,82,14.0,2010-12-01
868,Mayagüez,2511,23.0,1.0,127.0,83.0,778.0,1370,129.0,2010-12-01
869,Maunabo,116,0.0,0.0,6.0,17.0,49.0,44,0.0,2010-12-01
870,Maricao,70,0.0,0.0,0.0,6.0,34.0,26,4.0,2010-12-01
871,Manatí,663,11.0,0.0,59.0,19.0,168.0,249,157.0,2010-12-01
872,Luquillo,414,8.0,1.0,16.0,29.0,180.0,167,13.0,2010-12-01
873,Loiza,515,25.0,1.0,60.0,40.0,149.0,221,19.0,2010-12-01
874,Las Piedras,545,13.0,0.0,64.0,39.0,230.0,188,11.0,2010-12-01
875,Quebradillas,216,2.0,0.0,14.0,5.0,85.0,93,17.0,2010-12-01
876,Rincón,144,2.0,0.0,7.0,3.0,53.0,67,12.0,2010-12-01
877,Rio Grande,666,18.0,0.0,83.0,36.0,260.0,239,30.0,2010-12-01
878,Sabana Grande,164,1.0,0.0,12.0,8.0,49.0,92,2.0,2010-12-01
879,Yauco,511,4.0,1.0,57.0,29.0,147.0,236,37.0,2010-12-01
880,Yabucoa,616,9.0,1.0,81.0,47.0,286.0,189,3.0,2010-12-01
881,Villalba,128,1.0,0.0,5.0,23.0,53.0,28,18.0,2010-12-01
882,Vieques,344,7.0,0.0,4.0,18.0,169.0,135,11.0,2010-12-01
883,Vega Baja,806,8.0,0.0,102.0,28.0,207.0,284,177.0,2010-12-01
884,Vega Alta,562,9.0,0.0,62.0,31.0,102.0,165,193.0,2010-12-01
885,Utuado,737,1.0,0.0,19.0,27.0,324.0,339,27.0,2010-12-01
886,Las Marías,92,0.0,0.0,4.0,2.0,55.0,28,3.0,2010-12-01
887,Trujillo Alto,913,17.0,1.0,122.0,47.0,288.0,361,77.0,2010-12-01
888,Toa Alta,610,16.0,0.0,73.0,30.0,231.0,148,112.0,2010-12-01
889,Santa Isabel,396,12.0,1.0,28.0,33.0,96.0,205,21.0,2010-12-01
890,San Sebastián,471,1.0,1.0,22.0,22.0,254.0,146,25.0,2010-12-01
891,San Lorenzo,303,15.0,1.0,44.0,20.0,145.0,55,23.0,2010-12-01
892,San Juan,9929,201.0,2.0,1538.0,311.0,1537.0,4792,1548.0,2010-12-01
893,San Germán,222,2.0,0.0,12.0,10.0,109.0,71,18.0,2010-12-01
894,Salinas,795,10.0,0.0,41.0,30.0,225.0,467,22.0,2010-12-01
895,Toa Baja,1497,29.0,0.0,240.0,49.0,408.0,492,279.0,2010-12-01
896,Aguadilla,956,6.0,0.0,74.0,39.0,386.0,409,42.0,2010-12-01
897,Lares,398,1.0,0.0,16.0,16.0,178.0,172,15.0,2010-12-01
898,Juncos,258,15.0,1.0,46.0,17.0,114.0,32,33.0,2010-12-01
899,Ceiba,174,2.0,1.0,13.0,14.0,78.0,63,3.0,2010-12-01
900,Cayey,1142,14.0,3.0,45.0,54.0,305.0,646,75.0,2010-12-01
901,Cataño,314,10.0,0.0,42.0,25.0,90.0,114,33.0,2010-12-01
902,Carolina,3252,46.0,1.0,455.0,133.0,609.0,1712,296.0,2010-12-01
903,Canóvanas,612,32.0,2.0,65.0,55.0,215.0,216,27.0,2010-12-01
904,Camuy,265,5.0,0.0,14.0,7.0,129.0,77,33.0,2010-12-01
905,Caguas,2361,23.0,1.0,319.0,92.0,716.0,850,360.0,2010-12-01
906,Cabo Rojo,474,7.0,0.0,22.0,19.0,281.0,127,18.0,2010-12-01
907,Bayamón,7260,46.0,1.0,941.0,146.0,1441.0,3480,1205.0,2010-12-01
908,Barranquitas,550,7.0,1.0,18.0,50.0,217.0,207,50.0,2010-12-01
909,Barceloneta,364,7.0,0.0,31.0,7.0,121.0,114,84.0,2010-12-01
910,Arroyo,208,5.0,0.0,2.0,21.0,66.0,103,11.0,2010-12-01
911,Arecibo,1344,17.0,0.0,102.0,35.0,516.0,473,201.0,2010-12-01
912,Añasco,174,0.0,0.0,18.0,7.0,92.0,46,11.0,2010-12-01
913,Aibonito,468,4.0,0.0,20.0,48.0,162.0,194,40.0,2010-12-01
914,Ciales,274,2.0,0.0,14.0,11.0,122.0,107,18.0,2010-12-01
915,Cidra,359,8.0,2.0,47.0,33.0,158.0,71,40.0,2010-12-01
916,Coamo,568,8.0,1.0,28.0,36.0,255.0,208,32.0,2010-12-01
917,Comerío,369,3.0,0.0,22.0,36.0,140.0,136,32.0,2010-12-01
918,Juana Díaz,501,15.0,2.0,60.0,36.0,219.0,154,15.0,2010-12-01
919,Jayuya,118,0.0,0.0,5.0,13.0,55.0,42,3.0,2010-12-01
920,Isabela,417,5.0,0.0,16.0,16.0,153.0,204,23.0,2010-12-01
921,Humacao,1357,16.0,2.0,132.0,43.0,530.0,620,14.0,2010-12-01
922,Hormigueros,222,2.0,0.0,9.0,5.0,100.0,95,11.0,2010-12-01
923,Hatillo,490,0.0,0.0,34.0,11.0,190.0,150,105.0,2010-12-01
924,Gurabo,287,15.0,0.0,38.0,27.0,134.0,39,34.0,2010-12-01
925,Lajas,164,2.0,0.0,8.0,5.0,91.0,50,8.0,2010-12-01
926,Guaynabo,1911,31.0,0.0,266.0,48.0,331.0,1032,203.0,2010-12-01
927,Guayama,833,14.0,0.0,45.0,60.0,252.0,438,24.0,2010-12-01
928,Guánica,164,2.0,0.0,14.0,13.0,50.0,80,5.0,2010-12-01
929,Florida,162,2.0,0.0,9.0,6.0,80.0,57,8.0,2010-12-01
930,Fajardo,581,10.0,0.0,59.0,40.0,168.0,270,34.0,2010-12-01
931,Dorado,623,17.0,0.0,55.0,30.0,146.0,273,102.0,2010-12-01
932,Culebra,67,0.0,0.0,0.0,2.0,22.0,43,0.0,2010-12-01
933,Corozal,502,5.0,1.0,41.0,26.0,165.0,149,115.0,2010-12-01
934,Guayanilla,211,3.0,2.0,20.0,7.0,97.0,76,6.0,2010-12-01
935,Adjuntas,294,0.0,0.0,16.0,12.0,137.0,121,8.0,2010-12-01
936,Adjuntas,26,0.0,0.0,1.0,3.0,9.0,13,0.0,2011-01-01
937,Yabucoa,45,0.0,0.0,6.0,8.0,18.0,13,0.0,2011-01-01
938,Coamo,42,0.0,0.0,2.0,1.0,13.0,22,4.0,2011-01-01
939,Comerío,39,3.0,0.0,3.0,1.0,18.0,10,4.0,2011-01-01
940,Corozal,31,0.0,0.0,4.0,1.0,14.0,7,5.0,2011-01-01
941,Culebra,6,0.0,0.0,0.0,1.0,2.0,3,,2011-01-01
942,Dorado,50,2.0,0.0,5.0,0.0,13.0,19,11.0,2011-01-01
943,Fajardo,40,0.0,0.0,2.0,2.0,19.0,16,1.0,2011-01-01
944,Florida,19,7.0,0.0,2.0,0.0,8.0,2,0.0,2011-01-01
945,Guánica,13,0.0,0.0,0.0,3.0,5.0,4,1.0,2011-01-01
946,Guayama,55,0.0,0.0,5.0,6.0,17.0,26,1.0,2011-01-01
947,Guayanilla,13,0.0,0.0,0.0,0.0,8.0,5,0.0,2011-01-01
948,Guaynabo,111,3.0,0.0,16.0,4.0,16.0,58,14.0,2011-01-01
949,Gurabo,13,1.0,0.0,8.0,0.0,3.0,1,0.0,2011-01-01
950,Hatillo,31,0.0,0.0,3.0,1.0,19.0,6,2.0,2011-01-01
951,Hormigueros,22,0.0,0.0,0.0,1.0,13.0,7,1.0,2011-01-01
952,Humacao,105,2.0,0.0,8.0,4.0,52.0,39,0.0,2011-01-01
953,Cidra,21,1.0,0.0,6.0,4.0,9.0,0,1.0,2011-01-01
954,Ciales,25,0.0,0.0,0.0,0.0,19.0,6,0.0,2011-01-01
955,Ceiba,9,0.0,0.0,0.0,3.0,3.0,3,0.0,2011-01-01
956,Cayey,77,0.0,0.0,2.0,5.0,14.0,46,10.0,2011-01-01
957,Aguada ,14,0.0,0.0,1.0,3.0,5.0,5,0.0,2011-01-01
958,Aguadilla,91,0.0,0.0,6.0,4.0,57.0,23,1.0,2011-01-01
959,Aguas Buenas,22,3.0,0.0,9.0,3.0,6.0,0,1.0,2011-01-01
960,Aibonito,39,1.0,0.0,2.0,3.0,9.0,21,3.0,2011-01-01
961,Añasco,15,1.0,0.0,2.0,0.0,5.0,4,3.0,2011-01-01
962,Arecibo,63,1.0,0.0,4.0,4.0,30.0,11,13.0,2011-01-01
963,Arroyo,19,1.0,0.0,3.0,3.0,9.0,3,0.0,2011-01-01
964,Isabela,25,2.0,0.0,1.0,1.0,11.0,9,1.0,2011-01-01
965,Barceloneta,20,0.0,0.0,6.0,0.0,4.0,6,4.0,2011-01-01
966,Bayamón,455,6.0,0.0,61.0,11.0,79.0,215,83.0,2011-01-01
967,Cabo Rojo,30,0.0,0.0,1.0,0.0,19.0,8,2.0,2011-01-01
968,Caguas,174,1.0,0.0,35.0,14.0,44.0,64,16.0,2011-01-01
969,Camuy,16,0.0,0.0,4.0,0.0,9.0,1,2.0,2011-01-01
970,Canóvanas,48,4.0,0.0,10.0,1.0,13.0,17,3.0,2011-01-01
971,Carolina,310,4.0,0.0,50.0,13.0,57.0,160,26.0,2011-01-01
972,Cataño,25,3.0,0.0,1.0,2.0,7.0,9,3.0,2011-01-01
973,Barranquitas,46,0.0,0.0,3.0,7.0,7.0,24,5.0,2011-01-01
974,Yauco,28,1.0,0.0,0.0,1.0,17.0,9,0.0,2011-01-01
975,Jayuya,5,0.0,0.0,0.0,0.0,4.0,1,0.0,2011-01-01
976,Lajas,12,0.0,0.0,0.0,0.0,8.0,3,1.0,2011-01-01
977,Sabana Grande,17,0.0,0.0,1.0,0.0,2.0,13,1.0,2011-01-01
978,Salinas,70,2.0,0.0,6.0,2.0,20.0,39,1.0,2011-01-01
979,San Germán,16,0.0,0.0,0.0,0.0,10.0,4,2.0,2011-01-01
980,San Juan,838,22.0,2.0,133.0,35.0,156.0,377,113.0,2011-01-01
981,San Lorenzo,25,1.0,0.0,4.0,4.0,10.0,4,2.0,2011-01-01
982,San Sebastián,38,0.0,0.0,2.0,1.0,16.0,18,1.0,2011-01-01
983,Santa Isabel,27,1.0,0.0,2.0,8.0,8.0,8,0.0,2011-01-01
984,Toa Alta,76,0.0,0.0,6.0,2.0,27.0,20,21.0,2011-01-01
985,Toa Baja,88,7.0,0.0,8.0,6.0,24.0,27,16.0,2011-01-01
986,Trujillo Alto,71,1.0,0.0,18.0,3.0,17.0,27,5.0,2011-01-01
987,Utuado,41,2.0,0.0,3.0,2.0,22.0,10,2.0,2011-01-01
988,Vega Alta,38,1.0,0.0,3.0,2.0,5.0,12,15.0,2011-01-01
989,Vega Baja,55,3.0,0.0,4.0,1.0,16.0,16,15.0,2011-01-01
990,Vieques,27,0.0,0.0,2.0,2.0,11.0,12,0.0,2011-01-01
991,Villalba,12,0.0,0.0,1.0,0.0,8.0,2,1.0,2011-01-01
992,Rio Grande,50,0.0,0.0,16.0,2.0,9.0,21,2.0,2011-01-01
993,Juana Díaz,33,0.0,0.0,5.0,5.0,14.0,9,0.0,2011-01-01
994,Rincón,8,0.0,0.0,0.0,0.0,4.0,4,0.0,2011-01-01
995,Ponce,252,9.0,0.0,27.0,19.0,62.0,125,10.0,2011-01-01
996,Lares,19,0.0,0.0,0.0,1.0,6.0,12,0.0,2011-01-01
997,Las Marías,5,0.0,0.0,0.0,0.0,2.0,3,0.0,2011-01-01
998,Las Piedras,46,1.0,0.0,11.0,2.0,18.0,13,1.0,2011-01-01
999,Loiza,41,2.0,0.0,4.0,4.0,13.0,18,0.0,2011-01-01
1000,Luquillo,40,3.0,0.0,2.0,1.0,17.0,16,1.0,2011-01-01
1001,Manatí,68,1.0,0.0,4.0,1.0,23.0,29,10.0,2011-01-01
1002,Maricao,4,0.0,0.0,0.0,1.0,2.0,1,0.0,2011-01-01
1003,Quebradillas,7,0.0,0.0,0.0,0.0,3.0,3,1.0,2011-01-01
1004,Maunabo,2,0.0,0.0,1.0,0.0,1.0,0,0.0,2011-01-01
1005,Moca,11,0.0,0.0,0.0,0.0,6.0,4,1.0,2011-01-01
1006,Morovis,23,0.0,0.0,1.0,1.0,20.0,1,0.0,2011-01-01
1007,Naguabo,17,0.0,0.0,7.0,1.0,6.0,3,0.0,2011-01-01
1008,Naranjito,40,1.0,0.0,1.0,0.0,18.0,15,5.0,2011-01-01
1009,Orocovis,18,0.0,0.0,2.0,0.0,9.0,6,1.0,2011-01-01
1010,Patillas,14,2.0,0.0,1.0,1.0,4.0,5,1.0,2011-01-01
1011,Peñuelas,19,2.0,0.0,2.0,1.0,10.0,2,2.0,2011-01-01
1012,Mayagüez,147,2.0,0.0,6.0,4.0,44.0,78,13.0,2011-01-01
1013,Juncos,20,1.0,0.0,4.0,2.0,9.0,3,1.0,2011-01-01
1014,Adjuntas,58,0.0,0.0,3.0,3.0,21.0,31,0.0,2011-02-01
1015,Aguada ,39,0.0,0.0,1.0,6.0,17.0,15,0.0,2011-02-01
1016,Aguas Buenas,42,4.0,0.0,13.0,5.0,14.0,1,5.0,2011-02-01
1017,Dorado,93,2.0,0.0,13.0,0.0,26.0,37,15.0,2011-02-01
1018,Fajardo,82,1.0,0.0,3.0,5.0,39.0,31,3.0,2011-02-01
1019,Florida,34,7.0,0.0,2.0,0.0,17.0,6,2.0,2011-02-01
1020,Guánica,26,0.0,0.0,1.0,3.0,10.0,10,2.0,2011-02-01
1021,Guayama,113,0.0,0.0,13.0,9.0,42.0,46,3.0,2011-02-01
1022,Guayanilla,23,0.0,0.0,0.0,1.0,12.0,10,0.0,2011-02-01
1023,Guaynabo,208,6.0,0.0,36.0,5.0,30.0,102,29.0,2011-02-01
1024,Gurabo,30,1.0,0.0,18.0,1.0,9.0,1,0.0,2011-02-01
1025,Hatillo,90,0.0,0.0,4.0,1.0,50.0,23,12.0,2011-02-01
1026,Hormigueros,40,0.0,0.0,0.0,1.0,18.0,18,3.0,2011-02-01
1027,Humacao,210,4.0,0.0,17.0,7.0,88.0,93,1.0,2011-02-01
1028,Isabela,40,2.0,0.0,1.0,2.0,17.0,16,2.0,2011-02-01
1029,Jayuya,15,0.0,0.0,1.0,0.0,11.0,3,0.0,2011-02-01
1030,Juana Díaz,71,2.0,0.0,8.0,12.0,26.0,23,0.0,2011-02-01
1031,Juncos,33,2.0,0.0,8.0,3.0,15.0,3,2.0,2011-02-01
1032,Culebra,9,0.0,0.0,0.0,1.0,2.0,6,0.0,2011-02-01
1033,Lajas,21,0.0,0.0,0.0,0.0,10.0,10,1.0,2011-02-01
1034,Corozal,68,0.0,0.0,7.0,1.0,35.0,13,12.0,2011-02-01
1035,Coamo,101,0.0,0.0,3.0,5.0,27.0,54,12.0,2011-02-01
1036,Arecibo,150,3.0,0.0,8.0,7.0,85.0,24,23.0,2011-02-01
1037,Arroyo,30,1.0,0.0,3.0,3.0,15.0,7,1.0,2011-02-01
1038,Barceloneta,32,0.0,0.0,8.0,0.0,8.0,10,6.0,2011-02-01
1039,Barranquitas,74,1.0,0.0,5.0,12.0,14.0,37,5.0,2011-02-01
1040,Bayamón,876,17.0,0.0,110.0,23.0,146.0,429,151.0,2011-02-01
1041,Cabo Rojo,61,0.0,0.0,2.0,0.0,34.0,21,4.0,2011-02-01
1042,Caguas,320,9.0,0.0,76.0,23.0,69.0,106,37.0,2011-02-01
1043,Camuy,26,0.0,0.0,4.0,0.0,14.0,5,3.0,2011-02-01
1044,Canóvanas,106,7.0,0.0,18.0,6.0,27.0,42,6.0,2011-02-01
1045,Carolina,600,5.0,0.0,96.0,24.0,105.0,326,44.0,2011-02-01
1046,Cataño,29,3.0,0.0,1.0,4.0,8.0,8,5.0,2011-02-01
1047,Cayey,158,0.0,0.0,10.0,14.0,37.0,80,17.0,2011-02-01
1048,Ceiba,16,0.0,0.0,0.0,3.0,7.0,6,0.0,2011-02-01
1049,Ciales,43,0.0,0.0,0.0,0.0,31.0,12,0.0,2011-02-01
1050,Cidra,53,2.0,0.0,12.0,8.0,22.0,4,5.0,2011-02-01
1051,Comerío,61,3.0,0.0,3.0,4.0,29.0,14,8.0,2011-02-01
1052,Añasco,25,1.0,0.0,2.0,0.0,12.0,7,3.0,2011-02-01
1053,Lares,43,0.0,0.0,0.0,1.0,22.0,20,0.0,2011-02-01
1054,Aguadilla,179,0.0,0.0,9.0,6.0,98.0,62,4.0,2011-02-01
1055,Salinas,117,2.0,0.0,17.0,3.0,29.0,64,2.0,2011-02-01
1056,San Germán,30,0.0,0.0,0.0,2.0,15.0,10,3.0,2011-02-01
1057,San Juan,1684,40.0,2.0,287.0,58.0,282.0,812,203.0,2011-02-01
1058,San Lorenzo,40,1.0,0.0,10.0,4.0,15.0,4,6.0,2011-02-01
1059,San Sebastián,81,0.0,0.0,3.0,2.0,34.0,38,4.0,2011-02-01
1060,Santa Isabel,56,4.0,0.0,6.0,10.0,15.0,19,2.0,2011-02-01
1061,Toa Alta,124,1.0,0.0,13.0,5.0,50.0,29,26.0,2011-02-01
1062,Sabana Grande,30,1.0,0.0,1.0,0.0,8.0,19,1.0,2011-02-01
1063,Toa Baja,195,9.0,0.0,30.0,11.0,45.0,66,34.0,2011-02-01
1064,Utuado,74,2.0,0.0,5.0,4.0,41.0,20,2.0,2011-02-01
1065,Vega Alta,86,2.0,0.0,11.0,3.0,13.0,33,24.0,2011-02-01
1066,Vega Baja,95,6.0,0.0,8.0,4.0,23.0,35,19.0,2011-02-01
1067,Vieques,69,2.0,1.0,2.0,7.0,25.0,28,4.0,2011-02-01
1068,Villalba,23,0.0,0.0,3.0,5.0,12.0,2,1.0,2011-02-01
1069,Yabucoa,98,1.0,0.0,16.0,15.0,34.0,32,0.0,2011-02-01
1070,Yauco,64,2.0,0.0,1.0,2.0,32.0,25,2.0,2011-02-01
1071,Trujillo Alto,134,2.0,0.0,35.0,4.0,32.0,53,8.0,2011-02-01
1072,Las Marías,12,0.0,0.0,0.0,0.0,4.0,7,1.0,2011-02-01
1073,Rio Grande,115,0.0,0.0,30.0,9.0,25.0,45,6.0,2011-02-01
1074,Quebradillas,15,0.0,0.0,0.0,1.0,7.0,5,2.0,2011-02-01
1075,Las Piedras,91,2.0,0.0,19.0,5.0,34.0,30,1.0,2011-02-01
1076,Loiza,89,6.0,0.0,12.0,8.0,24.0,38,1.0,2011-02-01
1077,Luquillo,74,4.0,0.0,3.0,3.0,25.0,38,1.0,2011-02-01
1078,Manatí,111,3.0,0.0,6.0,2.0,31.0,43,26.0,2011-02-01
1079,Maricao,15,0.0,0.0,2.0,1.0,8.0,4,0.0,2011-02-01
1080,Maunabo,14,0.0,0.0,3.0,2.0,3.0,6,0.0,2011-02-01
1081,Rincón,19,0.0,0.0,1.0,0.0,8.0,10,0.0,2011-02-01
1082,Mayagüez,279,6.0,0.0,12.0,10.0,82.0,150,19.0,2011-02-01
1083,Morovis,48,0.0,0.0,4.0,2.0,33.0,5,4.0,2011-02-01
1084,Naguabo,36,0.0,0.0,9.0,3.0,15.0,8,1.0,2011-02-01
1085,Naranjito,79,1.0,0.0,3.0,3.0,32.0,26,14.0,2011-02-01
1086,Orocovis,30,0.0,0.0,3.0,1.0,9.0,16,1.0,2011-02-01
1087,Patillas,33,2.0,0.0,3.0,2.0,11.0,14,1.0,2011-02-01
1088,Peñuelas,24,2.0,0.0,2.0,2.0,12.0,4,2.0,2011-02-01
1089,Ponce,505,15.0,0.0,58.0,29.0,124.0,256,23.0,2011-02-01
1090,Moca,42,0.0,0.0,3.0,1.0,23.0,11,4.0,2011-02-01
1091,Aibonito,71,2.0,0.0,1.0,10.0,22.0,31,5.0,2011-02-01
1092,Aguada ,68,0.0,0.0,5.0,10.0,26.0,25,2.0,2011-03-01
1093,Yauco,106,3.0,0.0,1.0,6.0,50.0,43,3.0,2011-03-01
1094,Aguadilla,248,1.0,0.0,11.0,9.0,128.0,90,9.0,2011-03-01
1095,Peñuelas,42,3.0,0.0,6.0,6.0,14.0,10,3.0,2011-03-01
1096,Patillas,50,2.0,0.0,3.0,4.0,19.0,21,1.0,2011-03-01
1097,Orocovis,49,0.0,0.0,3.0,3.0,19.0,20,4.0,2011-03-01
1098,Naranjito,116,2.0,0.0,4.0,4.0,44.0,39,23.0,2011-03-01
1099,Naguabo,57,0.0,0.0,10.0,6.0,24.0,16,1.0,2011-03-01
1100,Morovis,76,0.0,0.0,6.0,2.0,52.0,9,7.0,2011-03-01
1101,Moca,63,1.0,0.0,4.0,1.0,32.0,18,7.0,2011-03-01
1102,Mayagüez,417,8.0,0.0,23.0,13.0,123.0,219,31.0,2011-03-01
1103,Maunabo,28,0.0,0.0,5.0,4.0,8.0,11,0.0,2011-03-01
1104,Maricao,18,0.0,0.0,3.0,1.0,8.0,6,0.0,2011-03-01
1105,Manatí,157,6.0,0.0,9.0,3.0,45.0,59,35.0,2011-03-01
1106,Luquillo,130,4.0,0.0,6.0,4.0,49.0,66,1.0,2011-03-01
1107,Loiza,128,9.0,0.0,19.0,10.0,30.0,58,2.0,2011-03-01
1108,Las Piedras,138,4.0,0.0,22.0,7.0,55.0,48,2.0,2011-03-01
1109,Las Marías,19,0.0,0.0,0.0,1.0,8.0,9,1.0,2011-03-01
1110,Ponce,754,17.0,0.0,85.0,41.0,177.0,398,36.0,2011-03-01
1111,Quebradillas,34,0.0,0.0,1.0,2.0,12.0,16,3.0,2011-03-01
1112,Rincón,25,0.0,0.0,1.0,1.0,10.0,13,0.0,2011-03-01
1113,Rio Grande,179,5.0,0.0,36.0,13.0,34.0,83,8.0,2011-03-01
1114,Yabucoa,134,1.0,0.0,19.0,20.0,50.0,44,0.0,2011-03-01
1115,Villalba,31,0.0,0.0,4.0,5.0,15.0,4,3.0,2011-03-01
1116,Vieques,103,1.0,1.0,3.0,8.0,35.0,44,11.0,2011-03-01
1117,Vega Baja,152,6.0,0.0,12.0,10.0,34.0,50,40.0,2011-03-01
1118,Vega Alta,122,3.0,0.0,16.0,6.0,21.0,41,35.0,2011-03-01
1119,Utuado,126,2.0,0.0,7.0,5.0,63.0,46,3.0,2011-03-01
1120,Trujillo Alto,215,6.0,0.0,47.0,10.0,59.0,80,13.0,2011-03-01
1121,Lares,79,0.0,0.0,0.0,5.0,38.0,33,3.0,2011-03-01
1122,Toa Baja,300,12.0,0.0,36.0,17.0,70.0,112,53.0,2011-03-01
1123,Santa Isabel,91,5.0,0.0,9.0,13.0,26.0,34,4.0,2011-03-01
1124,San Sebastián,114,0.0,0.0,6.0,3.0,50.0,51,4.0,2011-03-01
1125,San Lorenzo,52,2.0,0.0,10.0,5.0,25.0,4,6.0,2011-03-01
1126,San Juan,2627,65.0,3.0,458.0,83.0,423.0,1263,332.0,2011-03-01
1127,San Germán,50,0.0,0.0,0.0,1.0,27.0,18,4.0,2011-03-01
1128,Salinas,162,3.0,0.0,23.0,6.0,38.0,90,2.0,2011-03-01
1129,Sabana Grande,37,1.0,0.0,1.0,0.0,11.0,23,1.0,2011-03-01
1130,Toa Alta,159,2.0,0.0,15.0,6.0,66.0,35,35.0,2011-03-01
1131,Adjuntas,96,0.0,0.0,3.0,4.0,39.0,50,0.0,2011-03-01
1132,Lajas,36,0.0,0.0,2.0,1.0,16.0,15,2.0,2011-03-01
1133,Juana Díaz,118,2.0,0.0,15.0,16.0,51.0,33,1.0,2011-03-01
1134,Cayey,224,1.0,0.0,13.0,17.0,60.0,111,22.0,2011-03-01
1135,Cataño,62,4.0,0.0,2.0,6.0,19.0,23,8.0,2011-03-01
1136,Carolina,913,7.0,0.0,133.0,37.0,160.0,502,74.0,2011-03-01
1137,Canóvanas,159,7.0,0.0,26.0,14.0,42.0,61,9.0,2011-03-01
1138,Camuy,47,0.0,0.0,5.0,2.0,24.0,7,9.0,2011-03-01
1139,Caguas,477,12.0,1.0,110.0,29.0,104.0,169,52.0,2011-03-01
